id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MIPOL1	3	0.19036	0.33748	1.0	5026	2	-0.21058	0.65802	0.65282	0.970143	11492	1	-0.21058
SH3GLB1	5	0.19037	0.33748	1.0	5027	2	0.046297	0.49595	0.53307	0.952214	9592	1	0.046297
TBATA	3	0.19047	0.33748	1.0	5028	2	-0.12885	0.6821	0.67101	0.970143	11821	1	-0.12885
ANO1	4	0.19076	0.3378	1.0	5029	1	-0.023979	0.85835	0.83405	0.984609	14526	0	-0.023979
ZNF264	2	0.19081	0.33783	1.0	5030	1	-0.1093	0.64836	0.64365	0.970143	11351	0	-0.1093
C1orf227	3	0.19086	0.33783	1.0	5031	1	-0.13251	0.93783	0.92327	0.99208	15936	0	-0.13251
THY1	3	0.1909	0.33783	1.0	5032	1	-0.2416	0.33932	0.41447	0.926664	7642	1	-0.2416
ADAR	6	0.19092	0.33783	1.0	5033	2	0.16705	0.026579	0.050247	0.664625	1298	3	0.16705
WNT7B	4	0.19098	0.33783	1.0	5034	1	-0.05291	0.92862	0.91263	0.990189	15768	0	-0.05291
MTHFSD	4	0.19105	0.33783	1.0	5035	2	-0.098497	0.9273	0.9112	0.990189	15748	0	-0.098497
MAN2B2	6	0.19119	0.33814	1.0	5037	2	0.016372	0.57596	0.59337	0.964735	10486	2	0.016372
ALAS1	3	0.19119	0.33814	1.0	5036	1	0.0086265	0.62583	0.62413	0.96823	11053	1	0.0086265
PLP2	2	0.1912	0.3385	1.0	5038	1	-0.010888	0.53966	0.56644	0.963095	10069	1	-0.010888
PRCC	5	0.19124	0.3385	1.0	5039	2	-0.092981	0.85994	0.83669	0.984609	14552	1	-0.092981
ADAMTSL4	5	0.19133	0.3385	1.0	5040	2	-0.0043384	0.92507	0.90829	0.990189	15701	0	-0.0043384
TGFB2	5	0.19133	0.3385	1.0	5041	2	-0.03434	0.6466	0.64301	0.970143	11328	1	-0.03434
MED21	3	0.19135	0.3385	1.0	5042	1	-0.09358	0.66552	0.66011	0.970143	11595	1	-0.09358
C19orf66	3	0.19136	0.3385	1.0	5043	2	-0.10534	0.047974	0.092508	0.797829	1956	1	-0.10534
TMEM173	3	0.19139	0.3388	1.0	5044	1	0.087821	0.22244	0.30627	0.908858	5786	1	0.087821
NABP2	3	0.19151	0.33882	1.0	5045	1	-0.016803	0.86237	0.83899	0.984609	14595	0	-0.016803
RNF183	2	0.1916	0.33882	1.0	5046	1	-0.093557	0.66659	0.66034	0.970143	11610	0	-0.093557
ZMAT1	4	0.19161	0.33888	1.0	5047	2	-0.13499	0.97611	0.97012	0.997714	16662	0	-0.13499
PNISR	3	0.19163	0.33888	1.0	5048	1	-0.053655	0.8976	0.87619	0.989334	15180	0	-0.053655
CRYBA4	2	0.19165	0.33888	1.0	5049	1	0.1002	0.29155	0.37252	0.920831	6940	1	0.1002
OCEL1	3	0.19166	0.33889	1.0	5050	2	-0.18386	0.96704	0.95746	0.994468	16500	0	-0.18386
KIAA0664	4	0.19167	0.33889	1.0	5051	1	-0.095401	0.96243	0.95178	0.993803	16403	0	-0.095401
UBXN6	5	0.19169	0.33889	1.0	5052	2	0.014056	0.89765	0.87619	0.989334	15181	0	0.014056
KIAA1274	2	0.19171	0.33889	1.0	5053	1	-0.20318	0.82588	0.80736	0.984303	13995	0	-0.20318
C3orf38	6	0.19178	0.33894	1.0	5054	3	-0.034728	0.21246	0.29418	0.899746	5593	2	-0.034728
MNX1	6	0.19182	0.33894	1.0	5055	2	0.11692	0.30716	0.38471	0.921645	7166	3	0.11692
MYL6B	4	0.19183	0.33894	1.0	5056	1	0.022233	0.59673	0.60555	0.964735	10722	1	0.022233
COBL	4	0.19186	0.33894	1.0	5057	2	-0.17025	0.12057	0.19326	0.839266	3916	1	-0.17025
FMO5	6	0.1919	0.33894	1.0	5058	1	0.051791	0.65914	0.65335	0.970143	11504	2	0.051791
LMOD1	2	0.19199	0.33894	1.0	5059	1	-0.1585	0.85894	0.83536	0.984609	14534	0	-0.1585
GAN	3	0.19202	0.33894	1.0	5060	2	-0.25286	0.81256	0.78987	0.982933	13765	0	-0.25286
LSP1	6	0.19213	0.33928	1.0	5061	2	0.035242	0.23228	0.31761	0.913701	5971	2	0.035242
RASSF5	6	0.19221	0.33928	1.0	5062	3	-0.046484	0.55161	0.57542	0.964735	10209	2	-0.046484
OR5AC2	3	0.19223	0.33928	1.0	5063	2	-0.11078	0.92758	0.91168	0.990189	15752	0	-0.11078
POLA2	2	0.19227	0.33928	1.0	5064	1	-0.30514	0.8583	0.83405	0.984609	14524	0	-0.30514
DGCR14	4	0.19227	0.33928	1.0	5065	2	0.10481	0.092815	0.15246	0.815256	3185	2	0.10481
PHF7	3	0.19228	0.33928	1.0	5066	1	0.050916	0.75157	0.73159	0.97748	12811	0	0.050916
HRH2	4	0.19231	0.33928	1.0	5067	2	-0.12218	0.5126	0.54447	0.953879	9771	1	-0.12218
HAO2	5	0.19232	0.33928	1.0	5068	2	-0.063793	0.9674	0.95764	0.994468	16508	0	-0.063793
RAB31	2	0.19236	0.33928	1.0	5069	1	-0.0070038	0.36973	0.43993	0.931838	8053	1	-0.0070038
TSPAN5	4	0.19244	0.33928	1.0	5070	2	-0.011216	0.25562	0.34121	0.91976	6353	1	-0.011216
AP5S1	4	0.19247	0.33943	1.0	5071	2	-0.033839	0.74674	0.72661	0.977129	12744	1	-0.033839
ZNF132	4	0.19268	0.33956	1.0	5072	2	-0.13983	0.89696	0.87551	0.989334	15172	0	-0.13983
STOML1	6	0.19268	0.33956	1.0	5073	2	0.073386	0.07669	0.12767	0.800993	2728	4	0.073386
RFC1	2	0.19269	0.33956	1.0	5074	1	-0.0054178	0.66904	0.66207	0.970143	11649	0	-0.0054178
RTBDN	6	0.19276	0.34003	1.0	5075	1	0.18576	0.056425	0.10252	0.797829	2172	4	0.18576
RFNG	4	0.19279	0.34003	1.0	5076	2	-0.03916	0.71177	0.69457	0.972179	12248	1	-0.03916
NEMF	2	0.1928	0.34003	1.0	5077	1	-0.24373	0.75878	0.73603	0.97748	12906	0	-0.24373
ZBTB6	2	0.19283	0.34005	1.0	5078	1	0.058267	0.13995	0.21441	0.853391	4310	1	0.058267
KANK1	5	0.19284	0.34005	1.0	5080	1	0.079092	0.33293	0.40803	0.926422	7555	2	0.079092
BOK	6	0.19284	0.34005	1.0	5079	2	0.035902	0.32706	0.40274	0.924042	7459	3	0.035902
C18orf26	3	0.19289	0.34013	1.0	5081	1	-0.035083	0.47416	0.51843	0.948301	9363	1	-0.035083
LIN28A	3	0.19293	0.34013	1.0	5082	1	-0.098816	0.92439	0.90755	0.990189	15686	0	-0.098816
AGAP1	3	0.19294	0.34013	1.0	5083	2	-0.060533	0.22307	0.30731	0.908953	5795	1	-0.060533
ADH7	4	0.19295	0.34013	1.0	5084	1	0.10821	0.1693	0.24412	0.863718	4840	1	0.10821
DESI2	2	0.193	0.34013	1.0	5085	1	-0.19929	0.83699	0.81742	0.984303	14187	0	-0.19929
CNTN1	3	0.1931	0.34013	1.0	5087	1	0.075524	0.63555	0.63289	0.968392	11182	1	0.075524
SLC8A2	3	0.1931	0.34013	1.0	5086	2	-0.095495	0.47199	0.51776	0.948301	9338	1	-0.095495
PUS3	4	0.1931	0.34013	1.0	5088	1	0.057443	0.32861	0.40413	0.924042	7483	1	0.057443
ADAM22	4	0.19313	0.34013	1.0	5089	2	0.014056	0.26281	0.34683	0.91976	6463	2	0.014056
SECISBP2	3	0.19318	0.34013	1.0	5090	1	0.24083	0.12504	0.1986	0.839266	4021	2	0.24083
GPATCH3	6	0.19327	0.34013	1.0	5091	2	-0.061186	0.98881	0.98473	0.998534	16900	0	-0.061186
ITGAE	3	0.1933	0.34013	1.0	5092	1	-0.027769	0.73649	0.7173	0.974802	12598	0	-0.027769
IL4I1	4	0.19353	0.34049	1.0	5093	1	0.11879	0.11785	0.18961	0.839266	3845	3	0.11879
MYO18A	3	0.19358	0.34078	1.0	5094	1	0.096203	0.23734	0.32309	0.915131	6042	2	0.096203
LARP6	6	0.1936	0.34078	1.0	5095	3	-0.14806	0.61124	0.61441	0.964735	10886	2	-0.14806
ABHD14A	6	0.1937	0.34078	1.0	5096	2	-0.0095552	0.092956	0.15246	0.815256	3192	1	-0.0095552
ZNF823	3	0.1938	0.34078	1.0	5097	2	-0.15617	0.39547	0.46591	0.944115	8401	1	-0.15617
BVES	3	0.19384	0.34078	1.0	5098	2	-0.19214	0.61464	0.61692	0.964735	10931	1	-0.19214
UBL3	3	0.19387	0.34078	1.0	5099	1	0.23559	0.12614	0.1995	0.839266	4053	2	0.23559
C19orf79	3	0.19395	0.34079	1.0	5100	1	0.10528	0.41559	0.48207	0.944115	8680	1	0.10528
PLEK2	4	0.19406	0.34079	1.0	5101	1	0.26167	0.093809	0.15338	0.815256	3209	3	0.26167
MIB1	4	0.19413	0.3408	1.0	5102	2	-0.07285	0.73264	0.71487	0.974802	12538	1	-0.07285
TMEM69	4	0.19415	0.3408	1.0	5103	2	-0.013103	0.22507	0.30928	0.908953	5836	2	-0.013103
ODF3L2	4	0.19423	0.3408	1.0	5104	2	0.099691	0.11669	0.18766	0.839266	3816	2	0.099691
C16orf95	3	0.19429	0.3408	1.0	5105	2	-0.12884	0.5603	0.58102	0.964735	10303	1	-0.12884
LIX1L	3	0.19431	0.34082	1.0	5106	2	-0.21017	0.11036	0.17716	0.832655	3633	1	-0.21017
KCTD20	3	0.19439	0.34082	1.0	5107	2	-0.13636	0.84358	0.82322	0.984303	14293	0	-0.13636
MRPL28	3	0.19448	0.34146	1.0	5109	2	-0.187	0.68444	0.67195	0.970143	11854	1	-0.187
APOL1	5	0.19448	0.34146	1.0	5108	2	-0.088999	0.1693	0.24412	0.863718	4839	1	-0.088999
GSK3A	4	0.1945	0.34146	1.0	5110	2	-0.068828	0.66419	0.65872	0.970143	11573	1	-0.068828
ZNF677	3	0.19452	0.34146	1.0	5111	1	0.18949	0.12568	0.19928	0.839266	4040	2	0.18949
MRPS7	3	0.19456	0.34146	1.0	5112	1	0.55695	0.13232	0.20473	0.842468	4169	2	0.55695
MCCC2	3	0.1946	0.34146	1.0	5113	1	-0.077834	0.4353	0.49631	0.944115	8971	1	-0.077834
CTDSPL2	4	0.19464	0.34146	1.0	5114	2	-0.078782	0.19769	0.27568	0.886802	5332	2	-0.078782
FCGBP	3	0.19467	0.34146	1.0	5115	2	-0.17135	0.90264	0.88249	0.989673	15276	0	-0.17135
DLG3	9	0.1947	0.34146	1.0	5116	4	-0.062837	0.56146	0.58238	0.964735	10315	3	-0.062837
C3orf32	7	0.1947	0.34146	1.0	5117	3	-0.074634	0.49757	0.5337	0.952214	9609	2	-0.074634
CDCP2	6	0.19473	0.34146	1.0	5118	3	-0.048837	0.33794	0.41308	0.926664	7619	2	-0.048837
HIC2	2	0.19474	0.34146	1.0	5119	1	-0.055597	0.094672	0.15454	0.815256	3232	1	-0.055597
CAP2	4	0.1948	0.34146	1.0	5121	1	-0.0023543	0.31869	0.39726	0.924042	7337	1	-0.0023543
LRRD1	3	0.1948	0.34146	1.0	5120	1	-0.045464	0.73983	0.72003	0.975522	12641	0	-0.045464
CRELD2	4	0.19496	0.34167	1.0	5122	2	-0.12008	0.95063	0.93871	0.993803	16167	0	-0.12008
GDF10	4	0.19496	0.34167	1.0	5123	2	-0.075726	0.30706	0.38471	0.921645	7160	1	-0.075726
CALY	4	0.19504	0.34167	1.0	5124	2	-0.062502	0.76366	0.74172	0.97748	12998	1	-0.062502
ACVR1	4	0.19512	0.34167	1.0	5125	1	0.15436	0.050731	0.095753	0.797829	2032	2	0.15436
LAGE3	3	0.19515	0.34167	1.0	5126	2	-0.096126	0.90049	0.87951	0.989596	15232	0	-0.096126
KCND2	3	0.19524	0.34167	1.0	5127	2	-0.059323	0.92611	0.9091	0.990189	15718	0	-0.059323
G3BP1	3	0.19537	0.34169	1.0	5128	1	0.10814	0.41455	0.48082	0.944115	8663	1	0.10814
CHST15	3	0.19541	0.34169	1.0	5129	2	-0.079609	0.92469	0.90776	0.990189	15695	0	-0.079609
MOCS2	6	0.19542	0.34169	1.0	5130	2	0.080726	0.16348	0.23778	0.857434	4748	2	0.080726
RNF180	3	0.19551	0.34169	1.0	5131	2	-0.16154	0.85681	0.83251	0.984609	14496	0	-0.16154
CCNI2	4	0.19555	0.34169	1.0	5132	1	-0.061259	0.74112	0.72079	0.975634	12668	1	-0.061259
ATF4	3	0.1956	0.34169	1.0	5133	2	-0.078301	0.82346	0.80472	0.984303	13940	0	-0.078301
IRAK4	3	0.19579	0.34222	1.0	5134	2	-0.058735	0.95397	0.94241	0.993803	16229	0	-0.058735
C9orf50	4	0.19586	0.34222	1.0	5135	1	-0.058256	0.7338	0.71494	0.974802	12552	1	-0.058256
SCMH1	3	0.19593	0.34254	1.0	5136	1	-0.0078674	0.44882	0.5028	0.94625	9105	1	-0.0078674
BNIPL	5	0.19595	0.34254	1.0	5137	2	-0.084935	0.92709	0.91112	0.990189	15742	0	-0.084935
PRKAB2	4	0.19597	0.3427	1.0	5138	2	-0.11327	0.79395	0.76999	0.979224	13484	1	-0.11327
SPINK2	2	0.196	0.3427	1.0	5139	1	3.75e-05	0.52217	0.55272	0.958884	9878	1	3.75e-05
RAB8B	3	0.19601	0.3427	1.0	5140	1	0.046017	0.58095	0.59672	0.964735	10542	1	0.046017
CPLX4	4	0.19602	0.3427	1.0	5141	1	-0.073565	0.83153	0.81191	0.984303	14093	0	-0.073565
WDR38	3	0.1961	0.3427	1.0	5142	1	-0.046472	0.77349	0.75105	0.97748	13149	0	-0.046472
NUP153	4	0.19613	0.3427	1.0	5143	1	-0.040786	0.81781	0.79667	0.984303	13848	1	-0.040786
EGLN2	3	0.19614	0.3427	1.0	5144	1	0.14667	0.25178	0.33641	0.91976	6279	2	0.14667
TBXA2R	4	0.19616	0.3427	1.0	5145	2	-0.076698	0.92421	0.90679	0.990189	15683	0	-0.076698
UBQLN3	2	0.19622	0.34277	1.0	5146	1	-0.15211	0.77105	0.74956	0.97748	13113	0	-0.15211
MAZ	4	0.19624	0.34284	1.0	5147	2	-0.056174	0.28717	0.36833	0.920385	6870	1	-0.056174
CLNK	2	0.19628	0.34284	1.0	5148	1	-0.060521	0.70806	0.69144	0.972173	12192	0	-0.060521
GNA15	4	0.19629	0.34284	1.0	5149	2	-0.12932	0.6897	0.6758	0.970143	11942	1	-0.12932
HDX	5	0.19632	0.34284	1.0	5150	2	0.037193	0.33809	0.4137	0.926664	7624	1	0.037193
COL11A2	2	0.19633	0.34284	1.0	5151	1	-0.07913	0.43718	0.49798	0.944115	8985	1	-0.07913
ANGPT1	3	0.19634	0.34284	1.0	5152	1	-0.067629	0.51716	0.54835	0.956339	9824	1	-0.067629
SCAF4	3	0.19634	0.34284	1.0	5153	2	-0.12926	0.084117	0.13757	0.800993	2933	1	-0.12926
SPATA4	6	0.19644	0.34284	1.0	5154	1	0.022472	0.026529	0.050247	0.664625	1296	2	0.022472
AL359853.2	3	0.19648	0.34284	1.0	5155	2	-0.15033	0.92375	0.90586	0.990189	15669	0	-0.15033
ATR	3	0.19654	0.34284	1.0	5156	1	0.3886	0.043534	0.087534	0.797829	1830	2	0.3886
TIAF1	2	0.19661	0.34284	1.0	5157	1	-0.15988	0.82685	0.80791	0.984303	14015	0	-0.15988
OR2G3	3	0.19666	0.34284	1.0	5158	1	0.059524	0.53551	0.56305	0.961946	10021	1	0.059524
ELMOD3	3	0.19667	0.34284	1.0	5159	2	-0.20923	0.86484	0.84121	0.984709	14648	0	-0.20923
PENK	3	0.19674	0.34284	1.0	5161	2	-0.14827	0.81996	0.79986	0.984303	13880	0	-0.14827
SPINK14	3	0.19674	0.34284	1.0	5160	1	-0.081029	0.25864	0.34393	0.91976	6401	1	-0.081029
GFRA1	3	0.19682	0.34284	1.0	5162	1	-0.06158	0.1747	0.25182	0.875362	4938	1	-0.06158
MSH4	6	0.19683	0.34284	1.0	5163	1	0.15187	0.21108	0.29175	0.899164	5572	3	0.15187
MBD3	4	0.19687	0.34284	1.0	5164	1	0.056133	0.42081	0.48723	0.944115	8756	1	0.056133
EDEM2	4	0.19698	0.34291	1.0	5165	1	0.074681	0.37629	0.44421	0.931838	8144	2	0.074681
GNPAT	3	0.19707	0.34291	1.0	5166	1	-0.13388	0.82154	0.80281	0.984303	13906	0	-0.13388
GDF7	3	0.19719	0.34317	1.0	5167	1	-0.10193	0.82534	0.80615	0.984303	13983	0	-0.10193
CBR1	3	0.19723	0.34317	1.0	5168	1	0.10248	0.55655	0.57992	0.964735	10263	1	0.10248
NRSN2	4	0.19724	0.34317	1.0	5169	1	0.045802	0.26607	0.35095	0.91976	6524	2	0.045802
APPL1	3	0.19726	0.34317	1.0	5170	2	-0.1389	0.91587	0.89683	0.990189	15502	0	-0.1389
DYNLRB1	3	0.1973	0.34318	1.0	5171	2	-0.13704	0.045571	0.089631	0.797829	1889	1	-0.13704
TSTA3	4	0.19739	0.34399	1.0	5173	2	-0.15809	0.96539	0.95517	0.993803	16466	0	-0.15809
CCPG1	3	0.19739	0.34399	1.0	5172	1	-0.0028015	0.84175	0.8216	0.984303	14256	0	-0.0028015
DDR1	3	0.19743	0.34399	1.0	5174	2	-0.070774	0.21501	0.29582	0.899767	5646	1	-0.070774
TUBB4B	3	0.19753	0.34434	1.0	5175	2	-0.17075	0.53038	0.56087	0.961946	9972	1	-0.17075
CNTN2	5	0.19757	0.34434	1.0	5176	1	-0.093783	0.70997	0.6937	0.972173	12218	1	-0.093783
PSMC2	3	0.19767	0.34434	1.0	5177	1	0.43938	0.11546	0.18603	0.839266	3781	2	0.43938
FBP2	4	0.19769	0.34434	1.0	5178	2	-0.24973	0.96096	0.94982	0.993803	16380	0	-0.24973
SPATA7	4	0.19777	0.34435	1.0	5179	1	-0.035878	0.95334	0.94177	0.993803	16214	0	-0.035878
RAB25	5	0.19797	0.34435	1.0	5180	2	0.11188	0.37846	0.44628	0.931838	8170	2	0.11188
THSD1	6	0.19815	0.3451	1.0	5181	2	-0.051986	0.91001	0.8898	0.989673	15412	1	-0.051986
CHRNA3	4	0.19818	0.34512	1.0	5182	2	-0.11813	0.50976	0.54318	0.953879	9729	1	-0.11813
ZNF222	5	0.1983	0.34512	1.0	5183	2	-0.1876	0.98776	0.98366	0.998534	16883	0	-0.1876
HYLS1	2	0.19846	0.34512	1.0	5184	1	-0.14313	0.73914	0.71894	0.975522	12632	0	-0.14313
RBP4	3	0.19848	0.34512	1.0	5185	1	-0.19062	0.80009	0.77616	0.979784	13577	0	-0.19062
TSGA10	6	0.19859	0.34513	1.0	5186	3	-0.12706	0.53289	0.56149	0.961946	9996	1	-0.12706
GBAS	3	0.1986	0.34513	1.0	5187	1	-0.050564	0.73154	0.71446	0.974802	12518	0	-0.050564
HLA-DPB1	2	0.19868	0.34513	1.0	5188	1	-0.14675	0.57239	0.59059	0.964735	10444	1	-0.14675
EFHB	6	0.1987	0.34513	1.0	5189	2	-0.025966	0.44298	0.49944	0.944115	9042	2	-0.025966
PHOX2A	4	0.19872	0.34513	1.0	5190	1	0.16872	0.12362	0.19729	0.839266	3986	3	0.16872
LRRC3B	3	0.1988	0.34513	1.0	5191	1	-0.052703	0.72048	0.70405	0.974533	12363	1	-0.052703
CAV1	3	0.19885	0.34513	1.0	5192	1	-0.08229	0.96254	0.95208	0.993803	16411	0	-0.08229
LY6G5B	4	0.19888	0.34513	1.0	5193	1	0.14333	0.046452	0.090242	0.797829	1910	2	0.14333
TOX4	4	0.19893	0.34514	1.0	5194	1	0.020709	0.26701	0.35109	0.91976	6542	2	0.020709
ZNF445	6	0.19894	0.34514	1.0	5196	2	-0.11985	0.97439	0.96732	0.997145	16627	0	-0.11985
UGDH	5	0.19894	0.34514	1.0	5195	2	-0.024157	0.063192	0.1112	0.797829	2350	2	-0.024157
KRTAP4-7	2	0.19907	0.34514	1.0	5197	1	-0.2162	0.90741	0.8881	0.989673	15356	0	-0.2162
RPA3	4	0.19911	0.34521	1.0	5198	2	-0.094401	0.43033	0.4949	0.944115	8902	1	-0.094401
MYO3B	4	0.19915	0.34521	1.0	5199	1	0.032196	0.88487	0.8615	0.986681	14973	0	0.032196
F8	8	0.19917	0.34521	1.0	5200	2	0.032326	0.034247	0.067127	0.743906	1547	2	0.032326
FAM26E	4	0.19921	0.34522	1.0	5201	2	-0.10014	0.59287	0.60231	0.964735	10671	1	-0.10014
SHISA3	6	0.1993	0.34528	1.0	5202	2	-0.12223	0.93487	0.92	0.99208	15890	0	-0.12223
FAM160A1	3	0.19937	0.34528	1.0	5203	1	-0.18182	0.5515	0.57534	0.964735	10208	1	-0.18182
SLC22A23	7	0.19938	0.34528	1.0	5204	2	0.10908	0.01305	0.025162	0.530481	816	4	0.10908
LPAR3	6	0.19944	0.34528	1.0	5205	3	-0.15984	0.99161	0.98912	0.999492	16957	0	-0.15984
B4GALNT2	5	0.19946	0.34528	1.0	5206	1	-0.0077663	0.59043	0.60085	0.964735	10644	1	-0.0077663
ANXA5	4	0.19951	0.34531	1.0	5207	2	-0.15813	0.76592	0.74416	0.97748	13026	1	-0.15813
GNG12	3	0.19953	0.34614	1.0	5208	1	0.19746	0.1525	0.2293	0.857434	4532	2	0.19746
CSTA	4	0.19957	0.34614	1.0	5209	2	-0.045416	0.1251	0.19861	0.839266	4024	1	-0.045416
SNX15	3	0.19965	0.34614	1.0	5210	1	0.0017005	0.34537	0.41851	0.927882	7726	1	0.0017005
C22orf39	4	0.19976	0.34614	1.0	5211	2	-0.086616	0.78815	0.76462	0.978039	13388	1	-0.086616
ANKRD49	3	0.19977	0.34614	1.0	5212	1	0.15235	0.1383	0.21283	0.851893	4284	1	0.15235
SERPING1	4	0.19978	0.34614	1.0	5213	2	-0.049258	0.063805	0.1113	0.797829	2366	1	-0.049258
CANX	4	0.19983	0.34614	1.0	5214	2	-0.14734	0.96436	0.95374	0.993803	16448	0	-0.14734
NTNG2	3	0.19985	0.34614	1.0	5215	1	0.17234	0.09597	0.15628	0.815256	3267	2	0.17234
LTBP1	10	0.19986	0.34614	1.0	5216	4	-0.0054768	0.25366	0.33924	0.91976	6320	3	-0.0054768
LDOC1	2	0.19999	0.34614	1.0	5217	1	-0.069038	0.66138	0.65464	0.970143	11537	0	-0.069038
FYCO1	4	0.20003	0.34614	1.0	5218	2	-0.1902	0.40659	0.47538	0.944115	8556	1	-0.1902
FGF23	2	0.20005	0.34614	1.0	5219	1	-0.11852	0.63574	0.63326	0.968392	11185	0	-0.11852
DOK1	6	0.2001	0.34614	1.0	5220	1	0.013393	0.26361	0.34787	0.91976	6477	3	0.013393
SEC14L5	4	0.2001	0.34614	1.0	5221	2	-0.10919	0.90119	0.8802	0.989596	15241	0	-0.10919
RNF14	5	0.20011	0.34614	1.0	5222	2	0.027282	0.90935	0.88924	0.989673	15398	0	0.027282
RGS13	6	0.20012	0.34614	1.0	5223	3	-0.13359	0.27349	0.35891	0.91976	6655	2	-0.13359
FAM69B	4	0.20013	0.34614	1.0	5224	2	0.12101	0.20257	0.28075	0.888692	5422	2	0.12101
AC026458.1	4	0.20026	0.3462	1.0	5225	1	-0.0026703	0.3465	0.4198	0.927882	7741	2	-0.0026703
NAA16	4	0.20032	0.34622	1.0	5226	2	-0.097537	0.24186	0.3258	0.915131	6111	1	-0.097537
TAPT1	3	0.20046	0.34628	1.0	5227	1	-0.12149	0.91231	0.89232	0.990189	15446	0	-0.12149
NUPL2	4	0.20047	0.34628	1.0	5228	2	-0.11719	0.76606	0.74436	0.97748	13031	1	-0.11719
NFKB2	4	0.20057	0.34628	1.0	5229	1	0.040474	0.22999	0.31486	0.912739	5924	2	0.040474
MAP2K2	4	0.20059	0.34628	1.0	5230	2	-0.12695	0.89864	0.8777	0.989537	15203	0	-0.12695
ELFN1	2	0.20061	0.34628	1.0	5231	1	-0.035145	0.33156	0.40606	0.925555	7529	1	-0.035145
OMD	4	0.20064	0.34628	1.0	5232	2	-0.11432	0.85979	0.83661	0.984609	14548	0	-0.11432
ABHD6	6	0.20077	0.34643	1.0	5233	2	-0.0043651	0.69141	0.67737	0.970879	11964	1	-0.0043651
TAAR1	2	0.20089	0.34677	1.0	5234	1	-0.026049	0.43327	0.49561	0.944115	8950	1	-0.026049
NBAS	5	0.20102	0.34677	1.0	5235	2	0.063751	0.35012	0.42346	0.927882	7803	2	0.063751
ZNF154	4	0.20105	0.34677	1.0	5236	1	-0.016343	0.93695	0.9225	0.99208	15920	0	-0.016343
KLHL3	9	0.20112	0.34678	1.0	5237	4	-0.1069	0.96878	0.96017	0.9959	16527	1	-0.1069
SLC28A3	4	0.20115	0.34679	1.0	5238	1	-0.0079777	0.81589	0.79277	0.984194	13815	1	-0.0079777
SLC25A47	2	0.20117	0.34713	1.0	5239	1	-0.22674	0.91733	0.89857	0.990189	15527	0	-0.22674
KSR1	2	0.20119	0.34713	1.0	5240	1	-0.027368	0.55111	0.57499	0.964735	10201	1	-0.027368
TFEB	4	0.20134	0.34738	1.0	5241	2	-0.1841	0.60476	0.61061	0.964735	10813	1	-0.1841
TNFSF10	6	0.20136	0.34772	1.0	5242	3	-0.045441	0.4953	0.53292	0.952214	9588	2	-0.045441
INADL	4	0.20138	0.34772	1.0	5243	2	-0.033963	0.31043	0.38947	0.924042	7211	2	-0.033963
C1orf144	5	0.20155	0.34773	1.0	5245	1	0.09483	0.39849	0.4703	0.944115	8443	2	0.09483
NEIL1	3	0.20155	0.34773	1.0	5244	1	-0.1759	0.83256	0.81282	0.984303	14113	0	-0.1759
SLC2A11	2	0.20164	0.34773	1.0	5246	1	-0.1134	0.86382	0.84042	0.984609	14625	0	-0.1134
LRFN4	4	0.20173	0.34774	1.0	5247	1	-0.028796	0.37872	0.4463	0.931838	8177	1	-0.028796
FHL5	4	0.20205	0.3483	1.0	5248	2	0.043796	0.032708	0.063619	0.727022	1499	2	0.043796
MCF2	7	0.20208	0.3483	1.0	5249	1	0.041331	0.44125	0.49918	0.944115	9026	3	0.041331
NGFRAP1	2	0.20212	0.3483	1.0	5250	1	-0.079998	0.74703	0.72661	0.977129	12751	0	-0.079998
SERPINA7	4	0.20215	0.34831	1.0	5251	1	0.086543	0.66693	0.66035	0.970143	11615	1	0.086543
FSD1L	2	0.20217	0.34831	1.0	5252	1	-0.14134	0.47748	0.52023	0.948301	9397	1	-0.14134
PPP3CA	4	0.20221	0.34831	1.0	5253	1	0.084879	0.20921	0.28904	0.895591	5538	2	0.084879
EIF2C1	5	0.20226	0.34837	1.0	5254	2	-0.070685	0.3298	0.40487	0.924042	7503	2	-0.070685
DDAH2	4	0.20227	0.34837	1.0	5255	2	-0.10906	0.045913	0.089812	0.797829	1899	1	-0.10906
DCD	4	0.20231	0.34837	1.0	5256	1	0.12653	0.096347	0.15711	0.815256	3276	2	0.12653
ACSS2	4	0.20237	0.34838	1.0	5257	2	-0.076569	0.28188	0.36472	0.91976	6798	1	-0.076569
GLTSCR2	3	0.20247	0.34838	1.0	5258	1	-0.091128	0.063431	0.11124	0.797829	2359	1	-0.091128
SLC30A4	3	0.20255	0.34838	1.0	5259	1	-0.093013	0.89592	0.8737	0.988073	15152	0	-0.093013
NHLH1	3	0.20264	0.34844	1.0	5260	1	0.033889	0.62063	0.61914	0.965256	10999	1	0.033889
ZNF575	4	0.2027	0.34844	1.0	5261	2	-0.15666	0.92925	0.9132	0.990189	15785	0	-0.15666
MAP2K1	3	0.20272	0.34844	1.0	5262	1	0.25113	0.13974	0.2144	0.853391	4306	2	0.25113
TMPRSS13	5	0.20281	0.34863	1.0	5263	2	0.057637	0.23936	0.32436	0.915131	6074	2	0.057637
